"Subject","Start Date","Start Time","End Date","End Time","Location","Description","Organizer","All Day","Importance","Busy Status","Sensitivity","Is Recurring","Recurrence Pattern","Reminder (minutes)"
"Kitchens Meeting","2000-05-12","09:30:00","2000-05-12","12:00:00","","","","No","normal","busy","normal","No","",""
"Silverleigh","2000-05-13","18:00:00","2000-05-13","21:00:00","","","","No","normal","busy","normal","No","",""
"Discussions about businessesforsale.com","2000-05-15","08:00:00","2000-05-15","09:30:00","Cherries?","","","No","normal","busy","normal","No","",""
"Updated: Meeting regarding Timesheets","2000-05-16","09:30:00","2000-05-16","10:30:00","127 COR","Change of plan - Tuesday instead...
","","No","normal","busy","normal","No","",""
"Meeting with Colin Shepherd","2000-05-16","11:00:00","2000-05-16","12:30:00","Victoria (Garfunkels)","","","No","normal","busy","normal","No","",""
"Board Meeting","2000-05-16","13:00:00","2000-05-16","16:00:00","127 COR","


Top Hat Computing Ltd, 130 Cherry Orchard Road, Croydon, CR0 6BB
Tel: 020 8680 4860   Fax: 020 8680 8204   Web: www.tophat.co.uk
 
This e-mail, and any attachment, is confidential. If you have received it in error, please delete it from your system, do not use or disclose the information in any way, and notify me immediately. The contents of this message may contain personal views that are not the views of Top Hat Computing, unless specifically stated.

","","No","normal","busy","normal","No","",""
"Meal - La Dolce Vita","2000-05-16","18:00:00","2000-05-16","23:00:00","","","","No","normal","busy","normal","No","",""
"Tom to Osteopath","2000-05-18","16:00:00","2000-05-18","16:30:00","","","","No","normal","busy","normal","No","",""
"Tom to Hairdressers","2000-05-20","08:00:00","2000-05-20","08:30:00","","","","No","normal","busy","normal","No","",""
"Massage Class","2000-05-20","08:30:00","2000-05-20","12:00:00","","","","No","normal","busy","normal","No","",""
"Interbuild - NEC","2000-05-21","09:00:00","2000-05-21","17:00:00","","","","No","normal","busy","normal","No","",""
"4MC at Office","2000-05-25","08:00:00","2000-05-25","16:00:00","","","","No","normal","busy","normal","No","",""
"Holiday (Leave)","2000-05-26","07:00:00","2000-05-26","16:00:00","","","","No","normal","busy","normal","No","",""
"Dentist","2000-05-30","07:00:00","2000-05-30","08:00:00","","","","No","normal","busy","normal","No","",""
"Manchester for SPOL with Ralph","2000-05-30","12:00:00","2000-05-30","18:00:00","","","","No","normal","busy","normal","No","",""
"Manchester visit ii","2000-05-31","07:00:00","2000-05-31","15:30:00","","","","No","normal","busy","normal","No","",""
"Planning meeting","2000-06-01","07:30:00","2000-06-01","08:30:00","","","","No","normal","busy","normal","No","",""
"THC Admin","2000-06-01","08:30:00","2000-06-01","15:30:00","","","","No","normal","busy","normal","No","",""
"ENPS ","2000-06-02","08:00:00","2000-06-02","16:30:00","","","","No","normal","busy","normal","No","",""
"- space oddity york","2000-06-03","16:30:00","2000-06-03","21:30:00","","","","No","normal","busy","normal","No","",""
"York Office - THC Admin/spol","2000-06-05","08:00:00","2000-06-05","17:00:00","","","","No","normal","busy","normal","No","",""
"tack house","2000-06-07","08:00:00","2000-06-07","13:00:00","","","","No","normal","busy","normal","No","",""
"Businesses for Sale.com - Meeting over Lunch","2000-06-08","10:00:00","2000-06-08","14:30:00","","","","No","normal","busy","normal","No","",""
"ENPS","2000-06-09","08:00:00","2000-06-09","16:00:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-06-10","07:00:00","2000-06-10","08:00:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-06-11","11:00:00","2000-06-11","12:00:00","","","","No","normal","busy","normal","No","",""
"In office","2000-06-12","08:00:00","2000-06-12","16:30:00","","","","No","normal","busy","normal","No","",""
"Planning Meeting ","2000-06-13","07:00:00","2000-06-13","09:00:00","","","","No","normal","busy","normal","No","",""
"BBC ENPS","2000-06-13","09:00:00","2000-06-13","17:00:00","","","","No","normal","busy","normal","No","",""
"Pictures Film Club","2000-06-13","17:25:00","2000-06-13","21:25:00","","","","No","normal","busy","normal","No","",""
"BBC ENPS","2000-06-14","08:30:00","2000-06-14","16:00:00","","","","No","normal","busy","normal","No","",""
"THC Admin - (Feeling poorly)","2000-06-15","08:30:00","2000-06-15","11:00:00","","","","No","normal","busy","normal","No","",""
"Brinkman","2000-06-16","07:00:00","2000-06-16","16:30:00","","","","No","normal","busy","normal","No","",""
"[york]","2000-06-17","07:00:00","2000-06-17","08:00:00","","","","No","normal","busy","normal","No","",""
"-Millenium bug beetle drive","2000-06-17","18:30:00","2000-06-17","23:00:00","","","","No","normal","busy","normal","No","",""
"[york]","2000-06-18","07:00:00","2000-06-18","08:00:00","","","","No","normal","busy","normal","No","",""
"Work in York","2000-06-19","07:00:00","2000-06-19","22:30:00","","","","No","normal","busy","normal","No","",""
"Return to London","2000-06-20","05:30:00","2000-06-20","09:00:00","","","","No","normal","busy","normal","No","",""
"Tom and Phil at IOD","2000-06-20","13:00:00","2000-06-20","17:00:00","McAdam Room  - Booking Ref: CO66029","
£85.00 to be invoiced.





","","No","normal","busy","normal","No","",""
"Bank Manager coming in","2000-06-21","08:00:00","2000-06-21","09:00:00","127 COR","Jon Skeet and Mr Warren Mulvihill, but he doesn't officially start until Mon 26/06.




","","No","normal","busy","normal","No","",""
"ICPUGSE 20th birthday","2000-06-22","18:30:00","2000-06-22","21:00:00","","
------------
From:	jbickerstaff@cix.compulink.co.uk
Sent:	19 March 2000 01:35
To:	tom.cranstoun@tophatcomputing.co.uk
Cc:	jbickerstaff@cix.compulink.co.uk; johnbickerstaff@cableinet.co.uk
Subject:	ICPUGSE 20th birthday

Hi Tom,

Hope you are both well.

We are hoping to have a party to celebrate the 20th
birthday of ICPUGSE on the 22nd June. If you are 
around we hope you will both come.

Do you still have an address for Kevin Viney? If so
please email it to us as we would like to ask him to 
come to the party too.

Best wishes

Janet and John


JohnB








","","No","normal","busy","normal","No","",""
"Eleanor home","2000-06-22","21:00:00","2000-06-22","22:00:00","","","","No","normal","busy","normal","No","",""
"Da - surfprint","2000-06-23","09:00:00","2000-06-23","10:00:00","","","","No","normal","busy","normal","No","",""
"Alton towers","2000-06-23","17:00:00","2000-06-23","22:00:00","","","","No","normal","busy","normal","No","",""
"Alton towers","2000-06-24","06:30:00","2000-06-24","23:00:00","","","","No","normal","busy","normal","No","",""
"Alton towers","2000-06-25","07:00:00","2000-06-25","13:00:00","","","","No","normal","busy","normal","No","",""
"Jane Duckworth - North Dulwich - Marketing Meeting","2000-06-26","09:30:00","2000-06-26","10:30:00","Dulwich","","","No","normal","busy","normal","No","",""
"Planning Meeting","2000-06-27","07:30:00","2000-06-27","09:30:00","127","","","No","normal","busy","normal","No","",""
"BBC - White City","2000-06-27","11:00:00","2000-06-27","16:30:00","","","","No","normal","busy","normal","No","",""
"Ralphs appraisal","2000-06-29","13:00:00","2000-06-29","15:00:00","IOD London","","","No","normal","busy","normal","No","",""
"Phil's appraisal","2000-06-29","15:00:00","2000-06-29","17:00:00","IOD London","Carnegie Room - Booking reference - c066385

","","No","normal","busy","normal","No","",""
"Eleanor home","2000-06-29","20:30:00","2000-06-29","22:30:00","","","","No","normal","busy","normal","No","",""
"Eleanor home","2000-06-30","08:00:00","2000-06-30","19:00:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-07-01","11:00:00","2000-07-01","12:00:00","","","","No","normal","busy","normal","No","",""
"-silverleigh rescheduled?","2000-07-01","17:00:00","2000-07-01","21:00:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-07-02","11:00:00","2000-07-02","12:00:00","","","","No","normal","busy","normal","No","",""
"Tack Programming","2000-07-03","08:00:00","2000-07-03","12:00:00","Home","","","No","normal","busy","normal","No","",""
"-Eleanor home massage practical exam","2000-07-03","11:00:00","2000-07-03","12:00:00","","","","No","normal","busy","normal","No","",""
"BBC SPOL Meeting","2000-07-03","13:00:00","2000-07-03","15:00:00","room 602 Henry Wood House","","","No","normal","busy","normal","No","",""
"Meeting re SPOL","2000-07-04","08:30:00","2000-07-04","10:00:00","127 cOR","Martin
Please can you let me know asap whether you can make it

Thanks

","","No","normal","busy","normal","No","",""
"Travel to Northampton to meet Steve","2000-07-05","14:00:00","2000-07-05","16:00:00","","","","No","normal","busy","normal","No","",""
"Dinner with Steve","2000-07-05","16:00:00","2000-07-05","20:30:00","","","","No","normal","busy","normal","No","",""
"BBC ENPS WC","2000-07-06","08:00:00","2000-07-06","16:00:00","","","","No","normal","busy","normal","No","",""
"BBC ENPS WC","2000-07-07","08:00:00","2000-07-07","16:00:00","","","","No","normal","busy","normal","No","",""
"Jane Duckworth - Website Opportunity","2000-07-07","10:30:00","2000-07-07","11:30:00","","","","No","normal","busy","normal","No","",""
"[york] travel out","2000-07-07","20:00:00","2000-07-07","20:30:00","","","","No","normal","busy","normal","No","",""
"[york]","2000-07-08","06:00:00","2000-07-08","07:00:00","","","","No","normal","busy","normal","No","",""
"-white rose boules","2000-07-08","11:00:00","2000-07-08","12:00:00","","","","No","normal","busy","normal","No","",""
"-copmanthorpe carnival ","2000-07-08","11:00:00","2000-07-08","12:00:00","","","","No","normal","busy","normal","No","",""
"-York water world","2000-07-08","18:00:00","2000-07-08","22:30:00","","","","No","normal","busy","normal","No","",""
"[york]","2000-07-09","11:00:00","2000-07-09","12:00:00","","","","No","normal","busy","normal","No","",""
"[York] art","2000-07-10","08:00:00","2000-07-10","16:30:00","","
01904 540301 07885297669

Barrie stephenson

","","No","normal","busy","normal","No","",""
"Return to London","2000-07-11","07:00:00","2000-07-11","10:30:00","","","","No","normal","busy","normal","No","",""
"Planning Meeting","2000-07-12","09:00:00","2000-07-12","10:00:00","127 COR","
Hope everyone can make this one.  Taking advanced orders for tea and coffee.

Many thanks

Helen

","","No","normal","busy","normal","No","",""
"Management Understanding Dinner","2000-07-12","16:00:00","2000-07-12","22:00:00","Brighton","","","No","normal","busy","normal","No","",""
"Osteopath","2000-07-13","08:30:00","2000-07-13","09:00:00","","","","No","normal","busy","normal","No","",""
"Heather Kirby - Croydon Library","2000-07-13","13:00:00","2000-07-13","14:00:00","","","","No","normal","busy","normal","No","",""
"Netchart","2000-07-13","15:00:00","2000-07-13","17:00:00","","Possible NetChart




","","No","normal","busy","normal","No","",""
"Icpug bring and buy","2000-07-13","19:00:00","2000-07-13","22:00:00","","","","No","normal","busy","normal","No","",""
"David  Cowle","2000-07-14","09:00:00","2000-07-14","10:00:00","","","","No","normal","busy","normal","No","",""
"Alan Merricks","2000-07-14","10:00:00","2000-07-14","11:00:00","","can you cope
","","No","normal","busy","normal","No","",""
"Travel to York","2000-07-15","07:00:00","2000-07-15","10:00:00","","","","No","normal","busy","normal","No","",""
"[york]","2000-07-15","11:00:00","2000-07-15","12:00:00","","","","No","normal","busy","normal","No","",""
"Copmanthorpe  horticultural show ","2000-07-15","13:00:00","2000-07-15","14:00:00","","","","No","normal","busy","normal","No","",""
"-2000 bc party","2000-07-15","18:30:00","2000-07-15","23:00:00","","","","No","normal","busy","normal","No","",""
"[york]","2000-07-16","05:00:00","2000-07-16","06:00:00","","","","No","normal","busy","normal","No","",""
"-wr breakfast + visit","2000-07-16","07:00:00","2000-07-16","17:00:00","","","","No","normal","busy","normal","No","",""
"Travel to London","2000-07-17","07:00:00","2000-07-17","11:00:00","","","","No","normal","busy","normal","No","",""
"Art Update ","2000-07-17","14:30:00","2000-07-17","15:30:00","Rm 390 Design Block","Rm 390 Design Block


","","No","normal","busy","normal","No","",""
"WS - PSIMs meeting with Braham","2000-07-18","09:30:00","2000-07-18","10:00:00","Bush House","","","No","normal","busy","normal","No","",""
"Dentist","2000-07-18","13:00:00","2000-07-18","13:30:00","","","","No","normal","busy","normal","No","",""
"SPOL","2000-07-19","08:00:00","2000-07-19","12:00:00","","","","No","normal","busy","normal","No","",""
"Off to York","2000-07-19","12:00:00","2000-07-19","16:30:00","","","","No","normal","busy","normal","No","",""
"York Radio - SPOL","2000-07-20","08:00:00","2000-07-20","16:30:00","","","","No","normal","busy","normal","No","",""
"Eleanor croydon","2000-07-20","20:30:00","2000-07-20","21:30:00","","","","No","normal","busy","normal","No","",""
"BBC -ENPS in croydon","2000-07-21","08:00:00","2000-07-21","11:00:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-07-21","11:00:00","2000-07-21","12:00:00","","","","No","normal","busy","normal","No","",""
"Eleanor Massage exam ","2000-07-21","11:00:00","2000-07-21","12:00:00","","","","No","normal","busy","normal","No","",""
"Tiffany - Lunch","2000-07-21","12:00:00","2000-07-21","13:30:00","","","","No","normal","busy","normal","No","",""
"Board Meeting","2000-07-21","14:00:00","2000-07-21","16:00:00","127 COR","Dear all

Hope that this date is suitable.  We should be finished in time for the Monopoly night.
Any subjects for the agenda?

Thanks
","","No","normal","busy","normal","No","",""
"[london]","2000-07-22","05:30:00","2000-07-22","06:30:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-07-22","07:00:00","2000-07-22","08:00:00","","","","No","normal","busy","normal","No","",""
"Barb and phil","2000-07-22","14:00:00","2000-07-22","22:30:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-07-22","23:00:00","2000-07-23","08:30:00","","","","No","normal","busy","normal","No","",""
"[london]","2000-07-23","11:00:00","2000-07-23","12:00:00","","","","No","normal","busy","normal","No","",""
"Sylvia and Terry for Lunch","2000-07-23","11:30:00","2000-07-23","16:00:00","","","","No","normal","busy","normal","No","",""
"Sylvia and Terry for Lunch","2000-07-23","12:00:00","2000-07-23","16:00:00","","","","No","normal","busy","normal","No","",""
"Out of Office - hopefully at BBC ","2000-07-24","08:00:00","2000-07-24","12:00:00","White City","","","No","normal","busy","normal","No","",""
"Hayley Interview ","2000-07-24","13:30:00","2000-07-24","14:30:00","127 COR","","","No","normal","busy","normal","No","",""
"Meeting with Steve","2000-07-24","14:30:00","2000-07-24","16:00:00","127 COR","","","No","normal","busy","normal","No","",""
"Ring eleanor","2000-07-24","18:00:00","2000-07-24","19:00:00","","","","No","normal","busy","normal","No","",""
"THC ADmin","2000-07-25","08:30:00","2000-07-25","09:30:00","","","","No","normal","busy","normal","No","",""
"David Cowle - Pensions","2000-07-25","09:30:00","2000-07-25","11:00:00","","","","No","normal","busy","normal","No","",""
"Travel to BBC","2000-07-25","11:00:00","2000-07-25","12:00:00","","","","No","normal","busy","normal","No","",""
"Lunch with Has","2000-07-25","12:00:00","2000-07-25","13:30:00","","","","No","normal","busy","normal","No","",""
"Travel back to office","2000-07-25","13:30:00","2000-07-25","14:30:00","","","","No","normal","busy","normal","No","",""
"BBC - ENPS ","2000-07-25","13:30:00","2000-07-25","15:30:00","WC","","","No","normal","busy","normal","No","",""
"THC Admin","2000-07-25","14:30:00","2000-07-25","16:30:00","","","","No","normal","busy","normal","No","",""
"Planning Meeting","2000-07-27","07:30:00","2000-07-27","08:30:00","Garfunkals, Victoria","","","No","normal","busy","normal","No","",""
"RE: ART Pilots andy leigh","2000-07-27","10:30:00","2000-07-27","11:30:00","","
------------
From:	Roy Saatchi-BH [roy.saatchi@bbc.co.uk]
Sent:	26 July 2000 12:56
To:	'Tom Cranstoun'
Subject:	RE: ART Pilots

Presence if poss Tom.  I think there are a number of important issues -
including piloting at an all-analogue station.  Is that OK for you ?
Roy

> -----Original Message-----
> From:	Tom Cranstoun [SMTP:tom.cranstoun@tophat.co.uk]
> Sent:	Wednesday, July 26, 2000 12:59 PM
> To:	'Roy Saatchi-BH '
> Subject:	RE: ART Pilots
> 
>  
> By phone or presence??
> 
> 
> Tom
> -----Original Message-----
> From: Roy Saatchi-BH
> To: 'Tom Cranstoun'; 'Kofi Sekyere '; 'Colin Nesbit '
> Cc: Helen Dean; Howard Nurse
> Sent: 26/07/2000 12:52
> Subject: ART Pilots
> 
> The project progress meeting is now set for 1130 in Pete Clifton's
> office
> tomorrow - Thursday.
> 
> Regards
> 
> Roy
> 
> This e-mail, and any attachment, is confidential. If you have received
> it in error, please delete it from your system, do not use or disclose
> the information in any way, and notify me immediately. The contents of
> this message may contain personal views which are not the views of the
> BBC, unless specifically stated.
> 
> Top Hat Computing Ltd, 130 Cherry Orchard Road, Croydon, CR0 6BB
> Tel: 020 8680 4860   Fax: 020 8680 8204   Web: http://www.tophat.co.uk 
>  
> This e-mail, and any files transmitted with it, are confidential. If you
> are
> not the intended recipient or the person responsible for delivering to the
> intended recipient, then you have received it in error.  Please delete it
> from your system, do not use or disclose the information in any way and
> inform THC by telephone on the above number or by email to
> info@tophat.co.uk
> immediately. Any opinions expressed in this email are those of the
> individual and not necessarily the Company. 

This e-mail, and any attachment, is confidential. If you have received it in error, please delete it from your system, do not use or disclose the information in any way, and notify me immediately. The contents of this message may contain personal views which are not the views of the BBC, unless specifically stated.



","","No","normal","busy","normal","No","",""
